"","Matrix","Taxa","Characters","Living","Source","Tax.level"
"134","GL1995-G.nex","Bradypus","85","TRUE","Wilson & Reeder","Genus"
"135","GL1995-G.nex","Pronothrotherium","85","FALSE","Paleobio database","Genus"
"136","GL1995-G.nex","Nothrotheriops","85","FALSE","Paleobio database","Genus"
"137","GL1995-G.nex","Eucholoeops","85","FALSE","Paleobio database","Genus"
"138","GL1995-G.nex","Hapalops","85","FALSE","Paleobio database","Genus"
"139","GL1995-G.nex","Planops","85","FALSE","Paleobio database","Genus"
"140","GL1995-G.nex","Eremotherium","85","FALSE","Paleobio database","Genus"
"141","GL1995-G.nex","Megatherium","85","FALSE","Paleobio database","Genus"
"142","GL1995-G.nex","Schismotherium","85",NA,NA,NA
"143","GL1995-G.nex","Pelecyodon","85",NA,NA,NA
"144","GL1996-P.nex","composit_outgroup","60",NA,NA,NA
"145","GL1996-P.nex","Proviverra","60","FALSE","Paleobio database","Genus"
"146","GL1996-P.nex","Arfia","60","FALSE","Paleobio database","Genus"
"147","GL1996-P.nex","Dissopsalis","60","FALSE","Paleobio database","Genus"
"148","GL1996-P.nex","Prototomus","60","FALSE","Paleobio database","Genus"
"149","GL1996-P.nex","Gazinocyon","60","FALSE","Paleobio database","Genus"
"150","GL1996-P.nex","Prolimncyon","60",NA,NA,NA
"151","GL1996-P.nex","Thinocyon","60","FALSE","Paleobio database","Genus"
"152","GL1996-P.nex","Sinopa","60","FALSE","Paleobio database","Genus"
"153","GL1996-P.nex","Eurotherium","60",NA,NA,NA
"154","GL1996-P.nex","Propterodon","60",NA,NA,NA
"155","GL1996-P.nex","Pterodon","60","FALSE","Paleobio database","Genus"
"156","GL1996-P.nex","Hyainailourous","60",NA,NA,NA
"157","GL1996-P.nex","Pterodon_hyaenoides","60","FALSE","Paleobio database","Species"
"158","GL1996-P.nex","Hyaenodon","60","FALSE","Paleobio database","Genus"
"159","GL1996-P.nex","Diedelphodus_altidens","60",NA,NA,NA
"160","GL1996-P.nex","Cimolestes_magnus","60","FALSE","Paleobio database","Species"
"161","GL1998-DM.nex","Tribosphenomys","26","FALSE","Paleobio database","Genus"
"162","GL1998-DM.nex","Cocomys","26","FALSE","Paleobio database","Genus"
"163","GL1998-DM.nex","Bandaomys","26",NA,NA,NA
"164","GL1998-DM.nex","Hohomys","26",NA,NA,NA
"165","GL1998-DM.nex","Chapattimys","26","FALSE","Paleobio database","Genus"
"166","GL1998-DM.nex","Birbalomys","26","FALSE","Paleobio database","Genus"
"167","GL1998-DM.nex","Advenimus","26","FALSE","Paleobio database","Genus"
"168","GL1998-DM.nex","Petrokozlovia","26",NA,NA,NA
"169","GL1998-DM.nex","Saykanomys","26","FALSE","Paleobio database","Genus"
"170","GL1998-DM.nex","Tamquammys","26","FALSE","Paleobio database","Genus"
"171","GL1998-DM.nex","Stelmomys","26",NA,NA,NA
"172","GL1998-DM.nex","Tsinlingomys","26","FALSE","Paleobio database","Genus"
"173","GL1998-DM.nex","Chuankueimys","26",NA,NA,NA
"174","GL1998-DM.nex","Alaymys","26",NA,NA,NA
"175","GL1998-DM.nex","Butomys","26",NA,NA,NA
"176","GL1998-DM.nex","Yuomys","26","FALSE","Paleobio database","Genus"
"177","GL1998-DM.nex","Mergenomys","26",NA,NA,NA
"178","GL1998-DM.nex","Protataromys","26",NA,NA,NA
"179","GL1998-DM.nex","Karakoronyinae","26",NA,NA,NA
"180","GL1998-DM.nex","Tataromyinae","26",NA,NA,NA
"181","GL1998-DM.nex","Distylomyinae","26",NA,NA,NA
"182","GL1998-DM.nex","Ctenodactylinae","26",NA,NA,NA
"183","GL2001-AA.nex","Prokennalestes_spp","70","FALSE","Paleobio database","Genus"
"184","GL2001-AA.nex","Alostera_saskatchewanensis","70","FALSE","Paleobio database","Species"
"185","GL2001-AA.nex","Asioryctes_nemegtensis","70","FALSE","Paleobio database","Species"
"186","GL2001-AA.nex","Aspanlestes_aptap","70","FALSE","Paleobio database","Species"
"187","GL2001-AA.nex","Avitotherium_utahensis","70","FALSE","Paleobio database","Species"
"188","GL2001-AA.nex","Barunlestes_butleri","70","FALSE","Paleobio database","Species"
"189","GL2001-AA.nex","Batodon_tenuis","70","FALSE","Paleobio database","Species"
"190","GL2001-AA.nex","Cimolestes_spp","70","FALSE","Paleobio database","Genus"
"191","GL2001-AA.nex","Daulestes_nessovi","70","FALSE","Paleobio database","Species"
"192","GL2001-AA.nex","Eoungulatum_kudukensis","70","FALSE","Paleobio database","Species"
"193","GL2001-AA.nex","Gallolestes_spp","70","FALSE","Paleobio database","Genus"
"194","GL2001-AA.nex","Gypsonictops_spp","70","FALSE","Paleobio database","Genus"
"195","GL2001-AA.nex","Kennalestes_gobiensis","70","FALSE","Paleobio database","Species"
"196","GL2001-AA.nex","Kulbeckia_kulbecke","70","FALSE","Paleobio database","Species"
"197","GL2001-AA.nex","Mimotona_spp","70","FALSE","Paleobio database","Genus"
"198","GL2001-AA.nex","Murtoilestes_abramovi","70","FALSE","Paleobio database","Species"
"199","GL2001-AA.nex","Otlestes_meiman","70",NA,NA,NA
"200","GL2001-AA.nex","Oxyprimus_spp","70","FALSE","Paleobio database","Genus"
"201","GL2001-AA.nex","Paranyctoides_spp","70","FALSE","Paleobio database","Genus"
"202","GL2001-AA.nex","Parazhelestes__minor","70","FALSE","Paleobio database","Genus"
"203","GL2001-AA.nex","Parazhelestes_robustus","70","FALSE","Paleobio database","Species"
"204","GL2001-AA.nex","Protungulatum_spp","70","FALSE","Paleobio database","Genus"
"205","GL2001-AA.nex","Tribosphenomys_spp","70","FALSE","Paleobio database","Genus"
"206","GL2001-AA.nex","Zalambdalestes_lechei","70","FALSE","Paleobio database","Species"
"207","GL2001-AA.nex","Zhelestes_temirkazyk","70","FALSE","Paleobio database","Species"
"208","GL2001-G.nex","Leptictidae","186",NA,NA,NA
"209","GL2001-G.nex","Meniscotherium","186","FALSE","Paleobio database","Genus"
"210","GL2001-G.nex","Phenacodus","186","FALSE","Paleobio database","Genus"
"211","GL2001-G.nex","Hyopsodus","186","FALSE","Paleobio database","Genus"
"212","GL2001-G.nex","Arctocyon","186","FALSE","Paleobio database","Genus"
"213","GL2001-G.nex","Canis","186","TRUE","Wilson & Reeder","Genus"
"214","GL2001-G.nex","Vulpavus","186","FALSE","Paleobio database","Genus"
"215","GL2001-G.nex","Rattus_norvegicus","186","TRUE","Fritz Tree","Species"
"216","GL2001-G.nex","Orycteropus_afer","186","TRUE","Fritz Tree","Species"
"217","GL2001-G.nex","Physeter","186","TRUE","Wilson & Reeder","Family"
"218","GL2001-G.nex","Delphinapterus","186","TRUE","Wilson & Reeder","Genus"
"219","GL2001-G.nex","Tursiops","186","TRUE","Wilson & Reeder","Genus"
"220","GL2001-G.nex","Balaenoptera","186","TRUE","Wilson & Reeder","Genus"
"221","GL2001-G.nex","Basilosaurus","186","FALSE","Paleobio database","Genus"
"222","GL2001-G.nex","Protocetus","186","FALSE","Paleobio database","Genus"
"223","GL2001-G.nex","Georgiacetus","186","FALSE","Paleobio database","Genus"
"224","GL2001-G.nex","Remingtonocetus","186","FALSE","Paleobio database","Genus"
"225","GL2001-G.nex","Ambulocetus","186","FALSE","Paleobio database","Genus"
"226","GL2001-G.nex","Pakicetus","186","FALSE","Paleobio database","Genus"
"227","GL2001-G.nex","Harpagolestes","186","FALSE","Paleobio database","Genus"
"228","GL2001-G.nex","Synoplotherium","186",NA,NA,NA
"229","GL2001-G.nex","Mesonyx","186","FALSE","Paleobio database","Genus"
"230","GL2001-G.nex","Pachyaena_ossifraga","186","FALSE","Paleobio database","Genus"
"231","GL2001-G.nex","Pachyaena_gigantea","186","FALSE","Paleobio database","Species"
"232","GL2001-G.nex","Sinonyx","186","FALSE","Paleobio database","Genus"
"233","GL2001-G.nex","Mongolian_Dissacus","186",NA,NA,NA
"234","GL2001-G.nex","Dissacus_navajovious","186","FALSE","Paleobio database","Genus"
"235","GL2001-G.nex","Dissacus_praenuntius","186","FALSE","Paleobio database","Species"
"236","GL2001-G.nex","Hapalodectes_leptognathus","186","FALSE","Paleobio database","Species"
"237","GL2001-G.nex","Hapalodectes_hetangensis","186","FALSE","Paleobio database","Species"
"238","GL2001-G.nex","Andrewsarchus","186",NA,NA,NA
"239","GL2001-G.nex","Eoconodon","186","FALSE","Paleobio database","Genus"
"240","GL2001-G.nex","Amphimeryx","186","FALSE","Paleobio database","Genus"
"241","GL2001-G.nex","Hypertragulus","186","FALSE","Paleobio database","Genus"
"242","GL2001-G.nex","Leptomeryx","186","FALSE","Paleobio database","Genus"
"243","GL2001-G.nex","Tragulus","186","TRUE","Wilson & Reeder","Genus"
"244","GL2001-G.nex","Bos_taurus","186","TRUE","Fritz Tree","Species"
"245","GL2001-G.nex","Ovis","186","TRUE","Wilson & Reeder","Genus"
"246","GL2001-G.nex","Odocoileus","186","TRUE","Wilson & Reeder","Genus"
"247","GL2001-G.nex","Protoceras_celer","186","FALSE","Paleobio database","Species"
"248","GL2001-G.nex","Heteromeryx_dispar","186","FALSE","Paleobio database","Species"
"249","GL2001-G.nex","Leptoreodon","186","FALSE","Paleobio database","Genus"
"250","GL2001-G.nex","Eotylopus_reedi","186","FALSE","Paleobio database","Species"
"251","GL2001-G.nex","Xiphodon","186","FALSE","Paleobio database","Genus"
"252","GL2001-G.nex","Camelus","186","TRUE","Wilson & Reeder","Genus"
"253","GL2001-G.nex","Lama","186","TRUE","Wilson & Reeder","Genus"
"254","GL2001-G.nex","Poebrotherium","186","FALSE","Paleobio database","Genus"
"255","GL2001-G.nex","Cainotherium","186","FALSE","Paleobio database","Genus"
"256","GL2001-G.nex","Cebochoerus","186","FALSE","Paleobio database","Genus"
"257","GL2001-G.nex","Mixtotherium","186","FALSE","Paleobio database","Genus"
"258","GL2001-G.nex","Merycoidodon","186","FALSE","Paleobio database","Genus"
"259","GL2001-G.nex","Agriochoerus","186","FALSE","Paleobio database","Genus"
"260","GL2001-G.nex","Perchoerus","186","FALSE","Paleobio database","Genus"
"261","GL2001-G.nex","Tayassu_tajacu","186","TRUE","Wilson & Reeder","Species"
"262","GL2001-G.nex","Sus_scrofa","186","TRUE","Fritz Tree","Species"
"263","GL2001-G.nex","Hexaprotodon","186","TRUE","Wilson & Reeder","Genus"
"264","GL2001-G.nex","Hippopotamus","186","TRUE","Wilson & Reeder","Genus"
"265","GL2001-G.nex","Elomeryx_armatus","186","FALSE","Paleobio database","Species"
"266","GL2001-G.nex","Entelodontidae","186",NA,NA,NA
"267","GL2001-G.nex","Gobiohyus","186","FALSE","Paleobio database","Genus"
"268","GL2001-G.nex","Bunomeryx","186","FALSE","Paleobio database","Genus"
"269","GL2001-G.nex","Homacodon_vagans","186","FALSE","Paleobio database","Species"
"270","GL2001-G.nex","Wasatch_Diacodexis","186",NA,NA,NA
"271","GL2001-G.nex","Diacodexis_pakistanensis","186","FALSE","Paleobio database","Species"
"272","GL2001-G.nex","Mesohippus","186","FALSE","Paleobio database","Genus"
"273","GL2001-G.nex","Equus","186","TRUE","Wilson & Reeder","Genus"
"274","GL2001-G.nex","Hyracotherium","186","FALSE","Paleobio database","Genus"
"275","GL2001-G.nex","Heptodon","186","FALSE","Paleobio database","Genus"
"276","GL2001-H.nex","Phenacodus","30","FALSE","Paleobio database","Genus"
"277","GL2001-H.nex","Homogalax","30","FALSE","Paleobio database","Genus"
"278","GL2001-H.nex","Cardiolophus","30","FALSE","Paleobio database","Genus"
"279","GL2001-H.nex","Isectolophus","30","FALSE","Paleobio database","Genus"
"280","GL2001-H.nex","Eomoropus","30","FALSE","Paleobio database","Genus"
"281","GL2001-H.nex","Moropus","30","FALSE","Paleobio database","Genus"
"282","GL2001-H.nex","Heptodon","30","FALSE","Paleobio database","Genus"
"283","GL2001-H.nex","Helaletes","30","FALSE","Paleobio database","Genus"
"284","GL2001-H.nex","Colodon","30","FALSE","Paleobio database","Genus"
"285","GL2001-H.nex","Plesiocolopirus","30","FALSE","Paleobio database","Genus"
"286","GL2001-H.nex","Protapirus","30","FALSE","Paleobio database","Genus"
"287","GL2001-H.nex","Tapirus","30","TRUE","Wilson & Reeder","Genus"
"288","GL2001-H.nex","Lophialetes","30","FALSE","Paleobio database","Genus"
"289","GL2001-H.nex","Hyrachyus","30","FALSE","Paleobio database","Genus"
"290","GL2001-H.nex","Rostriamynodon","30","FALSE","Paleobio database","Genus"
"291","GL2001-H.nex","Amynodon","30","FALSE","Paleobio database","Genus"
"292","GL2001-H.nex","Triplopus","30","FALSE","Paleobio database","Genus"
"293","GL2001-H.nex","Hyracodon","30","FALSE","Paleobio database","Genus"
"294","GL2001-H.nex","Forstercooperia","30","FALSE","Paleobio database","Genus"
"295","GL2001-H.nex","Paraceratherium","30","FALSE","Paleobio database","Genus"
"296","GL2001-H.nex","Trigonias","30","FALSE","Paleobio database","Genus"
"297","GL2001-H.nex","Subhyracodon","30","FALSE","Paleobio database","Genus"
"298","GL2001-H.nex","Uintaceras","30","FALSE","Paleobio database","Genus"
"299","GL2001-H.nex","Hyracotherium","30","FALSE","Paleobio database","Genus"
"300","GL2001-TW.nex","Arctocyon","105","FALSE","Paleobio database","Genus"
"301","GL2001-TW.nex","Hyopsodus","105","FALSE","Paleobio database","Genus"
"302","GL2001-TW.nex","Phenacodus","105","FALSE","Paleobio database","Genus"
"303","GL2001-TW.nex","Meniscotherium","105","FALSE","Paleobio database","Genus"
"304","GL2001-TW.nex","Andrewsarchus","105",NA,NA,NA
"305","GL2001-TW.nex","Eoconodon","105","FALSE","Paleobio database","Genus"
"306","GL2001-TW.nex","Hapalodectes","105","FALSE","Paleobio database","Genus"
"307","GL2001-TW.nex","Dissacus","105","FALSE","Paleobio database","Genus"
"308","GL2001-TW.nex","Ankalagon","105","FALSE","Paleobio database","Genus"
"309","GL2001-TW.nex","Sinonyx","105","FALSE","Paleobio database","Genus"
"310","GL2001-TW.nex","Pachyaena","105","FALSE","Paleobio database","Genus"
"311","GL2001-TW.nex","Mesonyx","105","FALSE","Paleobio database","Genus"
"312","GL2001-TW.nex","Synoplotherium","105",NA,NA,NA
"313","GL2001-TW.nex","Harpagolestes","105","FALSE","Paleobio database","Genus"
"314","GL2001-TW.nex","Pakicetus","105","FALSE","Paleobio database","Genus"
"315","GL2001-TW.nex","Ambulocetus","105","FALSE","Paleobio database","Genus"
"316","GL2001-TW.nex","Diacodexis_pakistanensis","105","FALSE","Paleobio database","Species"
"317","GL2001-TW.nex","Diacodexis_secans","105","FALSE","Paleobio database","Species"
"318","GL2001-TW.nex","Archaeotherium","105","FALSE","Paleobio database","Genus"
"319","GL2001-TW.nex","Elomeryx","105","FALSE","Paleobio database","Genus"
"320","GL2001-TW.nex","Hippopotamus","105","TRUE","Wilson & Reeder","Genus"
"321","GL2001-TW.nex","Hexaprotodon","105","TRUE","Wilson & Reeder","Genus"
"322","GL2001-TW.nex","Sus","105","TRUE","Wilson & Reeder","Genus"
"323","GL2001-TW.nex","Agriochoerus","105","FALSE","Paleobio database","Genus"
"324","GL2001-TW.nex","Poebrotherium","105","FALSE","Paleobio database","Genus"
"325","GL2001-TW.nex","Tragulus","105","TRUE","Wilson & Reeder","Genus"
"326","GL2001-TW.nex","Haplobunodontid","105",NA,NA,NA
"327","GL2001-TW.nex","Cebochoerid","105",NA,NA,NA
"328","GL2001-TW.nex","Raoellid","105",NA,NA,NA
"329","GL2003-HK.nex","Ancestor","64",NA,NA,NA
"330","GL2003-HK.nex","Anthops_ornatus","64","TRUE","Fritz Tree","Species"
"331","GL2003-HK.nex","Archerops_annectens","64","FALSE","Paleobio database","Species"
"332","GL2003-HK.nex","Asellia_tridens","64","TRUE","Fritz Tree","Species"
"333","GL2003-HK.nex","Aselliscus_tricuspidatus","64","TRUE","Fritz Tree","Species"
"334","GL2003-HK.nex","Brachipposideros_nooraleebus","64","FALSE","Paleobio database","Species"
"335","GL2003-HK.nex","Brachipposideros_watsoni","64","FALSE","Paleobio database","Species"
"336","GL2003-HK.nex","Cloeotis_percivali","64","TRUE","Fritz Tree","Species"
"337","GL2003-HK.nex","Coelops_frithi","64","TRUE","Wilson & Reeder","Genus"
"338","GL2003-HK.nex","Coelops_robinsoni","64","TRUE","Fritz Tree","Species"
"339","GL2003-HK.nex","Hipposideros_armiger","64","TRUE","Fritz Tree","Species"
"340","GL2003-HK.nex","Hipposideros_ater","64","TRUE","Fritz Tree","Species"
"341","GL2003-HK.nex","Hipposideros_bernardsigei","64","TRUE","Wilson & Reeder","Genus"
"342","GL2003-HK.nex","Hipposideros_caffer","64","TRUE","Fritz Tree","Species"
"343","GL2003-HK.nex","Hipposideros_calcaratus","64","TRUE","Fritz Tree","Species"
"344","GL2003-HK.nex","Hipposideros_cervinus","64","TRUE","Fritz Tree","Species"
"345","GL2003-HK.nex","Hipposideros_commersoni","64","TRUE","Fritz Tree","Species"
"346","GL2003-HK.nex","Hipposideros_corynophyllus","64","TRUE","Fritz Tree","Species"
"347","GL2003-HK.nex","Hipposideros_cyclops","64","TRUE","Fritz Tree","Species"
"348","GL2003-HK.nex","Hipposideros_diadema","64","TRUE","Fritz Tree","Species"
"349","GL2003-HK.nex","Hipposideros_fulvus","64","TRUE","Fritz Tree","Species"
"350","GL2003-HK.nex","Hipposideros_lankadiva","64","TRUE","Fritz Tree","Species"
"351","GL2003-HK.nex","Hipposideros_larvatus","64","TRUE","Fritz Tree","Species"
